,k,a0,sigma_2[1],sigma_2[2],a0_1[1],a0_1[2],k_1[1],k_1[2],sigma_a_0,sigma_a_1,sigma_k_1
16,0.008461297715089055,628.1696753928977,24.6609011728202,22.830171841659674,628.6350499555709,628.7670900830169,0.005989174166445465,0.0058527049522332725,0.5892989142078886,52.23538272886509,0.000298598421015166
17,0.01017378123773538,630.8047472774567,25.233618965639764,22.7108846051968,629.9045861495869,629.0591145361782,0.005807253423426475,0.005857298165816887,0.7871692365935845,52.632894613600854,0.0003455884366774224
18,0.009592202573773363,621.0832899283962,24.432357568878693,22.53827667538543,623.9423742020798,628.49600775512,0.0059364913311142605,0.005838924314196524,3.3875882174233687,52.10893023763914,0.00039521438507914697
19,0.01010620995270197,628.8169353077184,25.267765284226343,22.85392763333439,627.1035992282291,626.6086223249641,0.005983091275343705,0.005834990505695313,1.3540643488365134,54.36039846684339,0.0003397636235174837
20,0.010562950072444044,625.1376421577426,24.339221124773932,22.91548787475489,625.3531629065471,624.3038867261771,0.005969530363156635,0.005844862331627008,1.2139348298741552,50.22409981982349,0.00033441738448929847
21,0.009180995052540645,614.7128505799725,24.66180580206991,22.54755854778585,632.5540819903656,622.3960291896906,0.006041881711317351,0.005889415060055088,23.500395559850393,49.86608153906202,0.0003096490883381906
22,0.010234880092629113,630.5730272904178,25.1313119948483,22.846410699210782,629.7902861237012,626.4880524282568,0.006015584834212525,0.005848759482591673,6.6462084012839675,52.70504753098835,0.00036022340951866237
23,0.009259205423269518,635.5046834315932,25.101976701138963,23.0011489916609,631.8613818274645,625.927844458074,0.0060061164485859676,0.005835761889751014,59.62113755514074,53.690904577264156,0.00035450535524845204
24,0.010302549309230578,630.4920386428761,24.70978464850679,22.20767038024921,634.4327247655118,625.7090293972327,0.006018631244132025,0.005808311093667571,4.2689872134659215,55.405016793458245,0.0003636768998028269
25,0.007911009987889291,622.2846922379017,24.897215470106744,23.14120854254844,640.610145525752,624.9936156651956,0.006044245933308211,0.005848661970039099,51.016291364352256,54.66215297876307,0.0003121275375803976
26,0.010325530477499591,641.1665576004838,24.67621424943856,22.22403673512451,644.8170930405794,625.3621523137837,0.005933350608871665,0.00582202094936781,8.825837396901296,53.45038870396999,0.00033893122668799915
27,0.009500791676507915,596.3599285223885,24.90984780699427,23.131333957836233,635.0933240179472,621.4580274537518,0.005957615740401852,0.005778080842328354,27.30402632167819,53.15402743533786,0.0003390693312207538
28,0.00944205218735382,599.7443423577416,25.028721339622674,23.23012065732768,633.4895465448462,622.1435078397603,0.005981914834739172,0.005786267008318477,17.532608939471377,52.42900180361312,0.00034013595244736765
29,0.009929568672470149,635.0947172769328,24.583843682125416,22.158173405875445,631.2879944519492,621.1369947878243,0.005912559747287578,0.005853148982785874,9.657596470339893,48.47628015801571,0.0003082282495918667
30,0.009615657833367538,629.6358895319838,24.75605271590065,23.225475009191648,626.3083278773574,621.257052256381,0.005995908999368372,0.005844069051580471,17.53844258151299,45.50254815956309,0.00028843563713602517
31,0.009306286127733135,627.6046446531718,24.619009325576954,23.175398630845837,628.4400484905657,621.4987234051488,0.005955573835751414,0.005841703767600263,20.589318999980236,46.08778240572558,0.00029207753346514236
32,0.009633235749271236,625.3745918492336,24.728280609304857,22.99736406267987,627.5948421882299,620.8991658664619,0.006041427320009181,0.00585061593568166,30.51683304822641,46.44135775782095,0.00028527295159328143
33,0.010372080390080122,622.1368510490247,24.788743536294646,23.167369670534335,625.7515692709152,622.4664795336622,0.006013396767168208,0.005819947019503847,26.487261415527268,46.92085964881279,0.0002682360997762077
34,0.010491979168105006,621.6560599702442,24.843500944740445,23.194769685385523,625.6256198533164,621.1660188274742,0.006019113726610443,0.0058457256414411705,31.990660955246486,47.34986566698244,0.00026913929261314275
35,0.010237182214249236,621.9943772570534,25.787762498100705,22.52292668689611,623.7005268488541,622.2350935596891,0.005990110748019199,0.005858293646420579,4.557588194500268,47.86848944836081,0.00029123369424375754
36,0.00960294171630448,630.162743221979,24.856941502589326,22.88285726760181,622.7450246058551,621.8860555707845,0.005938978772476697,0.005858286911418498,24.902315860114307,48.43703351320281,0.0002933151102633397
37,0.009274806355083962,611.3296661276802,24.546487716622995,22.590300518026318,612.5079815116363,620.2844497022396,0.005770222233182229,0.005865341685577618,5.401813232391134,48.12825806551513,0.00030471949398965095
38,0.008815022584813793,605.9434771074866,24.98042503520886,22.72592105121944,607.9002743899501,618.8697119640748,0.006026194195770997,0.005844751324975179,21.27723168922796,49.58426695576679,0.00034469616369450047
39,0.009797369247034206,600.6309201070146,24.578233986207113,22.59957975548345,608.0078923690098,619.3008774898982,0.005868191510751378,0.005799937912041578,28.547357313431238,49.3867817356235,0.00032025014380697745
40,0.008711920384935366,614.1130650745733,24.83303202036461,22.738634241805833,610.7314347622971,616.5667351919233,0.005919891251648918,0.005836778265098761,4.26982840416537,46.74212115174774,0.00031474063375454536
41,0.01015351172594341,614.4459877860462,24.478542668379895,22.60120907295925,612.2852456804451,613.375224627076,0.005892622485147969,0.005850272241589303,25.555429321656128,47.208444924895325,0.0003286876405119361
42,0.007089910691201516,612.6031110678299,24.706904698624072,22.707344315088253,613.139873955588,614.0771703143511,0.006012089120922339,0.005878721653927431,0.9565738608506378,48.360565053949784,0.00032751785106926464
43,0.010160526173788088,611.55237082433,24.895772657978426,22.6748986606151,608.0069940955187,613.0951559817415,0.00611350700891011,0.005845413427276274,3.11924672888627,49.261965552861795,0.0003438222143415129
44,0.00829275391215789,615.1029834132629,24.410852363169173,22.549042496570664,615.9157935238927,615.1555337052324,0.006152958257422287,0.005829169937209898,0.4432351409101845,48.497232172607184,0.00031536126713954936
45,0.01006851429222352,613.0472639060483,25.14125072757256,22.809400786508284,612.5222447139158,613.1279194168956,0.00603980391402551,0.0058821233301761975,0.2808165695736493,46.13189661677455,0.0003019837427608984
46,0.009075767318601585,613.0487158840889,24.750252346413703,22.60327455481956,613.633869202583,612.8334668368552,0.006016634796964191,0.005863331197107146,0.5849661628749971,45.577653500904724,0.00032379658338429487
47,0.009572722326973123,610.8830762182124,24.84096008967964,22.726034453467822,607.5632023506614,609.5192655923921,0.006047903444872903,0.005862880301105734,4.159909362232598,46.90314799558397,0.00033266186089624176
48,0.009948124109936285,616.2255072633246,24.062670831958485,22.87983645407369,614.240991442835,612.0283103019958,0.0059723389708647,0.005860665294533495,2.619766114341658,44.57210663503039,0.00032404285459937887
49,0.009195107590362402,613.6431478585812,24.50258538366821,22.881369136620243,614.0306724232332,613.2312482139068,0.006009907656749771,0.00588660395907244,2.729175826686756,46.72404855307435,0.0003247728450750668
50,0.009066783534471877,605.8538343214021,25.449129071471337,22.32774208210168,605.9555416657987,612.7506380246532,0.0059687750880862474,0.005871194252553703,16.184177317623785,49.328545441235725,0.00030858089876033664
51,0.009111388062898185,605.5489231259775,25.46077642975831,22.342950846064106,604.8306783413988,613.6351297217407,0.006011382538230619,0.0058651853850585035,12.35171217818899,48.98870849193782,0.0003045984466761448
52,0.008930869206462848,602.222080503404,24.84857602437589,23.04278194855077,610.0344589215683,614.415968914961,0.0059741641226823535,0.005874595348586574,16.478875818072034,49.22847492206307,0.0003407859928372413
53,0.007392665916857739,611.4917856225093,25.07027152918216,22.34005695716317,612.2421771355433,614.8845365794422,0.005919356783499028,0.0058633702882189285,5.3321430693095735,49.798682452261495,0.0003113096317099779
54,0.007886451413866189,613.9627323250264,25.139443618992786,22.88640785209217,614.8532996005357,615.6552565338662,0.005942010725826396,0.005846326523684228,2.1090650015616337,50.2179063806875,0.00030291749036973986
55,0.010631724467020444,617.2868574442227,24.639355689633252,22.48846600970837,618.8554247339521,614.6418528168605,0.006109012072717764,0.005823989466583483,7.443512029901289,54.212505475863104,0.00030204391855911814
56,0.009378898971836191,620.0874868527608,25.058171692563963,23.014641233277178,617.9826978521793,613.6247212402986,0.006056011949590132,0.005857322398798474,11.312630355038193,54.451784206461504,0.00031414201749408474
57,0.008987966396999007,612.403401464929,24.04117926080565,22.520234512918805,618.0818105348486,613.1373757948347,0.0060225800154773395,0.0058380900938006354,12.42105742032674,53.80506015130413,0.0003077677467764873
58,0.008831255390471528,617.7825869472841,25.195756394226894,22.930098542231452,624.0103842672985,615.1209529504723,0.006055015332941388,0.005811563982669985,4.0364950222905565,53.73184378901925,0.0002924854253175071
59,0.009473425170655931,619.3309711520093,25.266089077554145,22.27027267714344,625.0449282918553,616.3124299005538,0.0061236963401221705,0.0058277149478588655,9.619752875257564,53.31627283885653,0.0003037224130420403
60,0.00938202151532718,624.0397937791183,25.561951158704662,22.565887700612308,628.0632662010042,614.2931395520417,0.006171778643696141,0.005854774791267241,6.468545571910428,54.194292173921156,0.00031619816928656774
61,0.009307320300330107,639.1096875365896,24.23988683940979,22.75682701755509,626.4119753141107,616.818637457223,0.006235190125564479,0.005811461849534456,60.05031928069319,54.70907887845173,0.00029665336572551505
62,0.009111200078392345,617.9422611970234,25.000075691077967,22.780908464306467,631.7561997396797,618.1691640115695,0.00608200310720431,0.0057924866570895,13.143542746812608,54.80345731508049,0.00032679719394865833
63,0.00941756898966476,605.1081926519494,24.80751446965817,22.869949026079308,628.6179208096288,617.593075649585,0.00613732013398691,0.005823193561309593,36.831710770407646,54.13077795714593,0.00032761497322047074
64,0.009386075560840784,620.4573476492352,25.3375482066464,22.651132629909483,629.4126640427887,620.800124940841,0.005997301054298298,0.005807919859978463,4.61264336120187,54.96545834131368,0.00033367070620817657
65,0.009208367274571295,633.8746783548718,24.27495159934617,22.70842281571855,623.6138267406594,624.0147010838369,0.0060153836867637926,0.005841267300305104,15.475190918010762,54.82255013589287,0.000319245889425874
66,0.009310746005625956,625.4375373365631,25.36347220673186,22.67145169237245,626.5143289232108,623.8528989077812,0.005937943846449656,0.005820404015137389,1.80204001374776,54.61322425353999,0.00029691626918359007
67,0.008616621595644644,622.7941178877537,25.216429198259963,22.815232788698307,622.9154719854824,623.0463346623674,0.006011580906761521,0.0058511953324985174,1.2545164802346769,54.027820843452794,0.00031673617306706786
68,0.009182338793869826,623.8558393805332,24.581890265430356,22.427630402066626,630.3813331167728,624.3247598517072,0.006040857311690698,0.005838927918610472,9.551442780943749,54.7106070935116,0.0003131159945371589
69,0.009787304989604608,620.4372991143654,25.03121414678954,22.88652370069785,620.4399801963258,619.8929294669842,0.006078744307000798,0.005871191306386898,0.7039683220199929,51.539645625959274,0.000331300100361218
70,0.0109098410329379,630.2086996865825,24.49353522351716,22.571415359847123,625.8701262314601,620.7407737713166,0.005893156946344915,0.005825318090144204,5.859494991229613,48.7144949358826,0.00032588404914394615
71,0.011358901384320942,632.7354330196931,24.96888892877141,22.3190945501021,629.7030225270023,620.3700356407102,0.00591015530277172,0.0058345008767560595,13.985747477953286,50.142556233906404,0.00032710560105249495
72,0.007164912522743391,601.1280482091083,25.22505582146213,22.915175131221126,624.9058829399675,619.8088498156898,0.005956883128579055,0.005800909399252705,58.423498441585046,51.558779524773094,0.00029989967323018266
73,0.01088812982575123,561.3847348993689,24.53921118693028,22.56206094080296,616.5959801892783,622.3697407529711,0.005969842648181261,0.005795832007493422,28.95712712463875,51.24641059037234,0.00029760111515519813
74,0.01007789671118833,588.6818752677963,24.39079472114884,22.4499728580803,621.2605914539607,623.5822127323494,0.006021000142712179,0.00578230369203969,41.21229474967373,52.886267428968964,0.00028787860232013803
75,0.009647048349288352,606.9888326704576,24.77091684383093,23.021736893649212,625.0712125536028,621.3869366103986,0.005924779210336819,0.005809220957522253,19.175576913944894,51.1379296335749,0.00028031943293431395
76,0.009099700658595505,620.1008979877287,25.48337422831565,22.48882179952409,621.689056485111,621.1443013924794,0.005972865938556346,0.0057993795276835595,5.037809513396947,51.617652877387286,0.00027657038745341773
77,0.009635310770925713,613.5548268517082,24.41071568975783,22.74267769994349,616.9345941104423,621.6328393470512,0.0060079050909088,0.005819386353097568,21.56782371444421,54.921571440855104,0.00028083751841783165
78,0.00903274080882064,626.031661042891,25.303791172200285,22.55956386021308,625.5829287633094,623.4335320006385,0.006034328578633529,0.0058064747856231575,13.466934674215949,57.913127984174274,0.00028706585579833143
79,0.00970087477333863,631.9356908274882,24.41019852355272,22.787527597874227,634.1165205964676,624.4637036880923,0.006005115571888169,0.005842606167741524,9.150679529815603,54.74950123402565,0.0003081667418146942
80,0.008872601938858504,638.1475988623911,24.05717444979029,22.581389131866388,632.0944021276797,624.6494006254003,0.0059911343275582465,0.0058394660805617974,17.606135120340358,55.289791626127155,0.00030503935246554807
81,0.009244388944635107,632.8697059065323,23.756251729530355,22.43518995930881,632.5623380115811,624.5845189374808,0.005972583931717653,0.005848611048690132,17.279004912671052,54.97353477355678,0.00030654194851611956
82,0.008945315466302551,630.2995571265126,25.797553724151783,22.888707054291643,627.8238039378534,629.8732235553235,0.006032815170718622,0.005855799763418851,32.17153141377748,54.90133253003084,0.00029374755280200027
83,0.008232167522351999,636.5953910484999,25.566224423394356,22.524039483834528,626.5072746427962,630.1159665756485,0.006054475982178935,0.0058850867659324645,13.054371938521895,55.07762865964647,0.00029287565892971803
84,0.011245829908642374,617.6278866526069,24.165788149356928,22.817991802315817,612.5826358845577,627.9671435054977,0.006124146885217063,0.0058752855211334646,8.968729914521687,56.0040050308337,0.00031525375381638777
85,0.010487863942893942,621.6018392024009,24.619348310594496,22.460451987187767,611.7964084009133,629.4877232928083,0.006079836534209379,0.00582504927168771,32.639094786774486,55.3030693372309,0.00032688102155605935
86,0.007772247741642659,617.2756089369612,25.16905493039329,22.82364256863431,607.5493915524294,630.617737861084,0.005938729264514596,0.005820593334944505,9.559913840340297,57.73659755019939,0.000324490404672612
87,0.011021781967681615,615.231501843989,24.48230017987161,22.465452411471528,592.5781780604925,628.1216933097585,0.00590982097869498,0.0058286523775992255,11.116318914524825,57.35557044484808,0.0003157301063234012
88,0.010044774592970977,592.431111120891,24.776778701865894,22.576207758650035,590.9825743237637,629.4855762041318,0.0058793418074080854,0.005814327273119807,68.4206851135919,58.040519029521796,0.00033529134588492973
89,0.00923971404844385,619.9114983216972,24.678722007310103,22.80021937692405,596.9178699152665,629.8434415118237,0.00601414688994059,0.005866707335332868,14.53614078714898,62.619612988460226,0.0003319646887036372
90,0.00942232192079285,612.628284467818,24.756785089773178,22.498765257203328,589.9357909804143,627.0198837507297,0.005943000983124122,0.005786306161607546,17.44849496337931,56.381048456296796,0.00034883845318670314
91,0.008578131007770945,605.4589759541864,24.953636804303045,22.830762882374568,601.6896823225288,627.8941135591107,0.006026575024496557,0.005821553338339764,31.207702319214373,51.77682574286726,0.00030124773777573567
92,0.008574962481757887,598.6729868285188,25.068491026953676,22.714989186889273,603.2704889529738,626.5085906655287,0.0060105597433110355,0.005835955373144568,21.298914422430997,52.066360555089425,0.00029845443525817214
93,0.009952785105710649,601.5002831143718,24.977224860413923,22.786818795591483,602.9223014686821,626.773782153738,0.00606778359694839,0.005820164882682047,24.009261262744662,53.07355850404471,0.0003110843863814823
94,0.00994738738493997,608.4847848150703,24.454559485769558,22.658846850613276,601.1927816613241,628.1653991773477,0.0061409507732562004,0.005832398924113184,12.931889386875223,53.73216838434936,0.000325865768081128
95,0.010172686980726722,608.4545175046999,24.319637695875183,22.710123285796453,600.7928631667843,628.8910427922089,0.006107075547780347,0.005838895149074225,14.731768925575635,53.79025392579675,0.00033641268180185913
96,0.00950336103087362,594.1595184250112,24.908327331572565,22.81424633325769,601.2335479983985,629.1809448419976,0.0061737116350425066,0.005818349836588339,27.178763840894923,54.97422642025717,0.00034245064745765536
97,0.008985975840860791,612.6871945220802,25.17738437334319,22.812969832511932,599.1344515553477,628.1203878923334,0.0061105915341374785,0.0058176581712586035,28.71072898577034,56.45682862737196,0.0003537187962620688
98,0.009397503507709909,602.3327237644318,24.45242994604939,22.56514855767657,597.3884464770725,627.7757294838716,0.005892940323708342,0.005820908415672923,23.18570311469977,55.19703480096045,0.0003186599279208112
99,0.008139147811143492,614.7398907317928,25.17601995315092,22.89642534928873,604.0723648972938,627.6564882555083,0.005824075302962876,0.005826024513913264,26.485596800588883,56.008006335896845,0.00033868344754547035
100,0.008676766807200597,617.6005015113567,25.198881302406893,22.733704790022298,609.4664903074831,627.7905921212048,0.005815381582966714,0.005799342253914122,27.89522688518479,56.369636123784026,0.0003299216896080877
101,0.008906759942457331,620.2074036465377,25.43038280854352,22.773362024958853,607.4889057584328,627.4588064743821,0.005859956479738136,0.005814506790639435,28.38510344837896,57.00759584833239,0.0003275331832825727
102,0.008523526234813464,592.8968110237644,24.473104614933828,22.6151763436892,614.4580299265748,630.0524868005909,0.00594541940030258,0.005793884529670791,15.389658630064346,55.86613513148103,0.0003306342326858825
103,0.009418610495499104,636.0171747714646,25.04678868991477,22.62809229944523,613.5481095484524,630.2509729139409,0.0057965650883433605,0.005875189505546153,10.96502557380532,53.842640050350525,0.0002961856267369642
104,0.009360320317329049,602.6226628095106,24.7390432313713,22.60332786364273,610.5640082237985,627.629826046424,0.005853485938963472,0.005803041790879266,13.55191928060014,54.33570205570013,0.0003281891379778452
105,0.00815081574150351,628.8614775823377,25.406223328847858,22.59826424196497,609.6210178793373,624.394056966118,0.00598910436555322,0.005843049276374404,13.177068401681698,54.011853981543524,0.0003295310069974514
106,0.009271508476480648,630.1688550648929,23.967751676751195,22.731682114956065,612.794383875099,626.4605218486969,0.005993770879417446,0.005865028248788194,11.924979813341205,54.18215228804308,0.00034078739146606405
107,0.0080917704175783,619.3746632176478,25.34765283546433,22.54877317788255,623.1888919304889,628.6578996336018,0.005896962979954634,0.005841575248933794,6.050296368802475,53.25123764166046,0.00034789828118998755
108,0.007020285340704872,627.481005258857,24.53721599755497,22.82174159448341,610.0491224473375,624.2640801002352,0.0060151470162730135,0.0058363010597300684,19.903940110447788,54.48057117024849,0.00031559087313669904
109,0.007377401364158609,618.3263780493761,25.244132429469534,22.523203817312716,617.2589384701578,624.3507843558866,0.0060181785470583005,0.005910674941114863,7.884630851684109,55.63627197126217,0.00031893611716457413
110,0.0076548193473047685,625.7370237763655,24.5597556276504,22.68983207882273,612.9865540796072,620.0062510562408,0.005981266112594183,0.005891884814783996,9.991171739289141,59.77557943206662,0.0003047089012122167
111,0.008682420478087717,620.6027313591533,25.129732514120988,22.35861355364416,619.5029592822942,620.124629794483,0.0059238857477319756,0.005867950813413599,4.400181613229074,58.684086102610365,0.0003283115706747782
112,0.008696318852384621,619.061719348928,25.49519829693677,22.844928651063253,617.1243793054807,617.7857854602544,0.006041950087043591,0.005863624044459482,2.290197881616552,61.24820332553101,0.00031422808905269133
113,0.01050146950277916,615.3427328651197,24.429230617647427,22.7997637105202,614.4326280034254,614.1512795970408,0.006201402384574915,0.005854465895700454,1.1353678170409998,63.39234958893669,0.0003654226391002351
114,0.008847405940979741,613.5560785248435,25.213068166114248,22.604370636424452,615.0776006311679,614.7457868288886,0.0061227749629144705,0.005862138858911399,7.386043347323443,61.267155207228825,0.00031491321012823924
115,0.009380471376605356,617.8792913639971,25.095071559732162,22.75782225563899,617.8862066902852,617.8658537032986,0.006016213329363525,0.005863087549503105,0.024757110619315386,57.172622412195366,0.00030367783301931745
116,0.0100200501239743,619.5289774921831,24.419505147209396,22.677688493783364,617.6084885513945,620.2082566636218,0.006079281152927825,0.005823069987858183,1.7058344607193907,52.471859440550816,0.0002962599214677975
117,0.00980312480317843,616.3153621063499,25.24014166505733,22.691085973808647,614.2754360874211,620.5076504818671,0.006092740992492665,0.005815192005091453,4.392912103002712,51.36540035588321,0.000329000318266497
118,0.007546799992141387,626.6075087125893,24.661199254716983,22.536567274282643,623.8600616770968,622.3130873664891,0.006191711932975571,0.00585492349017302,10.318184695940543,51.02275599819172,0.00033324028850810944
119,0.009948534568751726,621.7820954347893,25.35449750384292,22.72450354678121,622.9451433812586,623.8197560822084,0.0060827087315404715,0.0058269597448717785,1.69015118027924,49.94824250204992,0.00033018570525564114
120,0.010185414036183045,623.4461475895183,24.40370789792388,22.72026561618689,622.8603660220421,623.323481761896,0.006087533931254609,0.005834841006086733,0.893579569675048,49.70282613740323,0.0003296609848776277
121,0.008665688882583959,596.1155094284265,25.215026859275326,22.622723263438374,616.4675932791016,621.6499617174843,0.006036761606423321,0.005869213731890816,53.858179666159856,47.27884140603306,0.0003406730180610462
122,0.009979633881128538,621.9484516849648,24.481039544222327,22.819603406602017,623.9450257747425,624.1091138670788,0.00597938662607546,0.005867786115007467,8.623476127331411,49.68217234854585,0.0003327369101457849
123,0.007375100914921575,617.1551445784581,25.28352238762853,22.665903332972302,614.7607630745853,623.4381698429198,0.005995675464507076,0.005864974172909996,23.41337302013185,49.24781617988592,0.000313112451568922
124,0.010329145488692234,610.3280345947054,24.31530771578668,22.63727947183826,606.6973936963645,624.7958207268707,0.0058339501721133965,0.005881996530509929,28.75828270189466,51.301715352998144,0.00037871812476151265
125,0.010300185098518723,606.9841420189985,24.965318119225653,22.582721939794013,605.6464059377894,623.1548039957866,0.005772656125414204,0.0059254535352095865,11.12144983865768,48.958005008617846,0.0003946360292033103
126,0.01037179114431335,600.1051694401863,25.287135919459594,22.624667823758468,605.5349675636431,624.557073698771,0.0058011048688583755,0.005904508564016842,12.1376351602794,48.7538604097221,0.0004002167780668373
127,0.010331852102151514,613.1120460792238,24.459922164484553,22.32818252144714,610.6767306036472,624.4338904064051,0.005756507455900468,0.005904948486382245,32.623674169252936,49.304936338350316,0.000410173576115198
128,0.009256193533000348,618.311538079217,25.066550596575297,22.62627331070373,615.9398595776795,623.0720914622713,0.005752235000118785,0.005910064152031845,4.310078302694089,48.539422909201356,0.0003882686464558912
129,0.009493375338309804,616.9049188938916,24.57486512612497,22.637030790274483,622.324369812302,624.3579158423809,0.005886153753605282,0.005901576629725025,23.394835912504234,46.265693572764896,0.0003438806983119811
130,0.009596268498964852,622.180562240037,24.25944383367393,22.566682027334146,623.0560618955859,626.3655209401091,0.005956080441096908,0.005891178374388145,4.6491748773133015,46.1511370256765,0.00032055420017595266
131,0.008258434042230551,622.8191813144363,25.573424397912607,22.749728690560545,620.4898994155163,628.0031282964984,0.006078774811550244,0.0058896965886138615,4.617646281319787,50.64713665992171,0.0003239842785660726
132,0.007871881471627833,627.1177914249383,24.66631731347746,22.67701651488,627.35104999414,627.5666291782821,0.00609671369740654,0.0058496539649122384,1.0809903070930458,51.46920900731866,0.0003402148405678697
133,0.009244868041525824,630.5208815788096,25.21804648681417,22.580748082974228,622.4919367348001,628.9662056906291,0.006075981620631221,0.005885319980206963,6.039632204365885,49.61636715407016,0.00033973094957273745
134,0.009552429072308945,627.6987923777242,24.44801603948738,22.695138544450607,627.2253558419571,630.2801361149444,0.005920224284487454,0.005842529648457361,2.7512076248864004,51.536519947915686,0.0003424541837843685
135,0.00896564514414047,630.8844642344858,24.99055040545573,22.569483929141224,632.6448107293376,630.0448357327539,0.005907706859579311,0.005825033416414669,9.820261014532779,52.689188691058334,0.00033347148384013355
136,0.00883145467327194,630.8339072846113,24.33440558327918,22.92432828600781,627.6416465009831,628.6371866058289,0.005946243528809981,0.005815495468273389,4.3845610424117085,51.734388246276076,0.0003309146966130722
137,0.009270228898493795,627.8055794387998,25.142027377792193,22.632095923498927,626.7298131623346,628.1438290575251,0.005954438090776856,0.005830786796731132,2.3678719501711125,52.42123923607584,0.0003228739460213101
138,0.009652121327815042,618.5052411371,24.990180445300393,22.78047343702517,618.1832908687736,630.6566762142113,0.005912295291608747,0.0057796316813980885,29.873074298012238,52.6108652239686,0.00034351253002020337
139,0.007871396031578428,625.7385765122948,24.606996812737158,22.57761289479875,624.7569468784056,626.9019094244386,0.005971792115313681,0.0057714580884382135,0.8971284105265436,54.16184915109547,0.000320303998510018
140,0.00927083020705508,621.7309402628722,25.249059805072413,22.370511437472103,618.5565125227134,626.1237304315556,0.00602468707660344,0.005773477190953558,8.876471978776589,51.88927236962576,0.0003674413610267277
141,0.008936066861003483,619.1086549297597,25.17596018494592,23.053774082176513,617.4258252044283,620.3627148794676,0.005967188521757873,0.00576639158177581,3.612391660497168,55.55806525521147,0.0003457390933638556
142,0.009363065446335904,619.5503529956412,25.122940465479164,22.442643076387725,615.7532448877382,625.8398023837193,0.005991163203382835,0.005750734212336271,3.5386320758882417,56.437795963196315,0.0003309473004539688
143,0.009064191771368984,620.3767822950816,24.354825818551944,22.707164110363887,615.051518488119,624.1268932777755,0.006037505401046705,0.0057682159284809685,3.1006730005918226,57.279315599453994,0.00033761070355154863
144,0.00993455649530032,592.1603363338454,25.04137065165939,22.58609865072144,604.2518717507247,626.9333942683447,0.006031481902986538,0.005747821504652265,34.05621206761364,59.949555272108476,0.0003501199780015173
